21391118	55.864237	-4.251806
35742705		
39786190	55.864237	-4.251806
42086388	57.477773	-4.224721
44317855	57.19449	-3.823812
44372548	47.606209	-122.332071
47448457	57.477773	-4.224721
47909904		
49432884	51.517099	-0.146084
56977323	55.864237	-4.251806
60551652		
65039810	58.209435	-6.384869
69418851		
91305014		
105543739		
119824403		
181696953	55.953252	-3.188267
183114610		
203689202	55.864237	-4.251806
222026219		
249260711		
271459109	58.209435	-6.384869
308981718		
317027143	57.225437	-7.347672
322049520	58.209435	-6.384869
342398947	55.864237	-4.251806
347299147	55.864237	-4.251806
353349837	55.623396	-3.523964
364877612	55.950973	-4.926214
369726404		
377288715	55.864237	-4.251806
440757798		
441157010	57.535926	-6.226273
462170694	57.477773	-4.224721
507421168	55.864237	-4.251806
532987586	55.864237	-4.251806
562852803		
569234838	55.953252	-3.188267
577190549	55.953252	-3.188267
592772178	57.477773	-4.224721
619108262	55.864237	-4.251806
636899060		
899949019	55.864237	-4.251806
968912071		
991132560	57.535926	-6.226273
1088635710		
1213672650	57.477773	-4.224721
1445716932		
1499239795	55.864237	-4.251806
1532285322		
1542866574	53.691709	-1.307452
1544132400	55.864237	-4.251806
1586861540	55.864237	-4.251806
1626012296	55.965089	-4.161484
1857573200	57.225437	-7.347672
2216852575	56.819817	-5.105218
2217903156		
2270966593	51.165691	10.451526
2468922260	58.241575	-6.661592
2541241214	56.059396	-5.474551
2546240952		
2612181116		
2715081750	55.864237	-4.251806
2833965759	55.864237	-4.251806
2881043320		
2925999640	55.864237	-4.251806
2937304566	36.965	-120.081667
2938688279		
2962200460	55.956476	-4.771983
2968010819		
3072283096	55.956476	-4.771983
3107331772	55.953252	-3.188267
3226148212	58.283432	-6.767103
3240358204	56.980884	-7.456796
3294913799	57.586422	-3.868475
3298251315	55.953252	-3.188267
3341969355	56.819817	-5.105218
3517614857	55.864237	-4.251806
3955176736		
4725961607	56.394994	-3.430838
4872099563		
707542448789131264	55.864237	-4.251806
707596534519566336		
708262790985883648		
716230010084986881		
718451845753135104	44.648863	-63.57532
750393685444071425		
766565039465754624	55.864237	-4.251806
773154986087817216	55.864237	-4.251806
778207462780436480	55.953252	-3.188267
844991427641774081	56.200786	-3.158995
882543608141946884	55.864237	-4.251806
896661702900670464		
906507189275250693	55.953252	-3.188267
918454288069943296	57.19449	-3.823812
930041612364808192		
930179634142044160	55.953252	-3.188267
933303915029893120		
968521638978482178	57.477773	-4.224721
980419464578719744	55.90702	-3.551717
